coral_number,site,habitat,transect,taxa,x,y,z,year,length,width,height,observer,note,note_extra
195,LTER1,BR,P2,Poc,1.5,80,70,2015,NA,NA,NA,NA,NA,NA
195,LTER1,BR,P2,Poc,1.5,80,70,2016,NA,NA,NA,NA,NA,NA
195,LTER1,BR,P2,Poc,1.5,80,70,2017,NA,NA,NA,NA,NA,NA
195,LTER1,BR,P2,Poc,1.5,80,70,2018,NA,NA,NA,NA,NA,NA
195,LTER1,BR,P2,Poc,1.5,80,70,2019,NA,NA,NA,NA,NA,NA
195,LTER1,BR,P2,Poc,1.5,80,70,2020,NA,NA,NA,NA,NA,NA
195,LTER1,BR,P2,Poc,1.5,80,70,2021,12.5,12,82,HSL,Fu5,NA
196,LTER1,BR,P2,Poc,2.32,99,50,2013,NA,NA,NA,NA,NA,NA
196,LTER1,BR,P2,Poc,2.32,99,50,2014,NA,NA,NA,NA,NA,NA
196,LTER1,BR,P2,Poc,2.32,99,50,2015,NA,NA,NA,NA,NA,NA
196,LTER1,BR,P2,Poc,2.32,99,50,2016,NA,NA,NA,NA,NA,NA
196,LTER1,BR,P2,Poc,2.32,99,50,2017,NA,NA,NA,NA,NA,NA
196,LTER1,BR,P2,Poc,2.32,99,50,2018,NA,NA,NA,NA,NA,NA
196,LTER1,BR,P2,Poc,2.32,99,50,2019,NA,NA,NA,NA,NA,NA
196,LTER1,BR,P2,Poc,2.32,99,50,2020,NA,NA,NA,NA,NA,NA
196,LTER1,BR,P2,Poc,2.32,99,50,2021,26.5,26,20,HSL,loose,NA
197,LTER1,BR,P2,Acr,2.55,95,30,2013,NA,NA,NA,NA,NA,NA
197,LTER1,BR,P2,Acr,2.55,95,30,2014,NA,NA,NA,NA,NA,NA
197,LTER1,BR,P2,Acr,2.55,95,30,2015,NA,NA,NA,NA,NA,NA
197,LTER1,BR,P2,Acr,2.55,95,30,2016,NA,NA,NA,NA,NA,NA
197,LTER1,BR,P2,Acr,2.55,95,30,2017,NA,NA,NA,NA,NA,NA
197,LTER1,BR,P2,Acr,2.55,95,30,2018,NA,NA,NA,NA,NA,NA
197,LTER1,BR,P2,Acr,2.55,95,30,2019,NA,NA,NA,NA,NA,NA
197,LTER1,BR,P2,Acr,2.55,95,30,2020,NA,NA,NA,NA,NA,NA
197,LTER1,BR,P2,Acr,2.55,95,30,2021,15.5,13.5,16,HSL,NA,NA
198,LTER1,BR,P2,Poc,2.65,95,30,2013,NA,NA,NA,NA,NA,NA
198,LTER1,BR,P2,Poc,2.65,95,30,2014,NA,NA,NA,NA,NA,NA
198,LTER1,BR,P2,Poc,2.65,95,30,2015,NA,NA,NA,NA,NA,NA
198,LTER1,BR,P2,Poc,2.65,95,30,2016,NA,NA,NA,NA,NA,NA
198,LTER1,BR,P2,Poc,2.65,95,30,2017,NA,NA,NA,NA,NA,NA
198,LTER1,BR,P2,Poc,2.65,95,30,2018,NA,NA,NA,NA,NA,NA
198,LTER1,BR,P2,Poc,2.65,95,30,2019,NA,NA,NA,NA,NA,NA
198,LTER1,BR,P2,Poc,2.65,95,30,2020,NA,NA,NA,NA,NA,NA
198,LTER1,BR,P2,Poc,2.65,95,30,2021,19,20,16.5,HSL,loose,NA
199,LTER1,BR,P2,Acr,2.55,35,30,2013,NA,NA,NA,NA,NA,NA
199,LTER1,BR,P2,Acr,2.55,35,30,2014,NA,NA,NA,NA,NA,NA
199,LTER1,BR,P2,Acr,2.55,35,30,2015,NA,NA,NA,NA,NA,NA
199,LTER1,BR,P2,Acr,2.55,35,30,2016,NA,NA,NA,NA,NA,NA
199,LTER1,BR,P2,Acr,2.55,35,30,2017,NA,NA,NA,NA,NA,NA
199,LTER1,BR,P2,Acr,2.55,35,30,2018,NA,NA,NA,NA,NA,NA
199,LTER1,BR,P2,Acr,2.55,35,30,2019,NA,NA,NA,NA,NA,NA
199,LTER1,BR,P2,Acr,2.55,35,30,2020,NA,NA,NA,NA,NA,NA
199,LTER1,BR,P2,Acr,2.55,35,30,2021,20,10,10,HSL,NA,NA
200,LTER1,BR,P3,Poc,0.45,68,50,2013,NA,NA,NA,MK,NA,NA
200,LTER1,BR,P3,Poc,0.45,68,50,2014,NA,NA,NA,EW,NA,NA
200,LTER1,BR,P3,Poc,0.45,68,50,2015,NA,NA,NA,CA,NA,NA
200,LTER1,BR,P3,Poc,0.45,68,50,2016,2.8,2.7,2.2,HSL,R,NA
200,LTER1,BR,P3,Poc,0.45,68,50,2017,6,3.5,3.5,EW,NA,NA
200,LTER1,BR,P3,Poc,0.45,68,50,2018,NA,NA,NA,EW,NA,NA
200,LTER1,BR,P3,Poc,0.45,68,50,2019,NA,NA,NA,EW,NA,NA
200,LTER1,BR,P3,Poc,0.45,68,50,2020,NA,NA,NA,NA,NA,NA
200,LTER1,BR,P3,Poc,0.45,68,50,2021,NA,NA,NA,NA,NA,NA
201,LTER1,BR,P3,Poc,0.75,54,27,2013,19.9,12.7,11.5,MK,Bi,NA
201,LTER1,BR,P3,Poc,0.75,54,27,2014,NA,NA,NA,EW,D,NA
201,LTER1,BR,P3,Poc,0.75,54,27,2015,NA,NA,NA,CA,NA,NA
201,LTER1,BR,P3,Poc,0.75,54,27,2016,NA,NA,NA,HSL,NA,NA
201,LTER1,BR,P3,Poc,0.75,54,27,2017,NA,NA,NA,EW,NA,NA
201,LTER1,BR,P3,Poc,0.75,54,27,2018,NA,NA,NA,EW,NA,NA
201,LTER1,BR,P3,Poc,0.75,54,27,2019,NA,NA,NA,EW,NA,NA
201,LTER1,BR,P3,Poc,0.75,54,27,2020,NA,NA,NA,NA,NA,NA
201,LTER1,BR,P3,Poc,0.75,54,27,2021,NA,NA,NA,NA,NA,NA
202,LTER1,BR,P3,Poc,1.3,96,60,2013,7.4,4.3,4.9,MK,NA,NA
202,LTER1,BR,P3,Poc,1.3,96,60,2014,23.3,23.4,16,EW,NA,NA
202,LTER1,BR,P3,Poc,1.3,96,60,2015,25.1,23.9,17.7,CA,NA,NA
202,LTER1,BR,P3,Poc,1.3,96,60,2016,27.3,18.3,18,HSL,NA,NA
202,LTER1,BR,P3,Poc,1.3,96,60,2017,29,24,17,EW,NA,NA
202,LTER1,BR,P3,Poc,1.3,96,60,2018,NA,NA,NA,EW,D,D
202,LTER1,BR,P3,Poc,1.3,96,60,2019,NA,NA,NA,EW,NA,NA
202,LTER1,BR,P3,Poc,1.3,96,60,2020,NA,NA,NA,NA,NA,NA
202,LTER1,BR,P3,Poc,1.3,96,60,2021,NA,NA,NA,NA,NA,NA
203,LTER1,BR,P3,Por,1.58,75,60,2013,NA,NA,NA,MK,NA,NA
203,LTER1,BR,P3,Por,1.58,75,60,2014,NA,NA,NA,EW,NA,NA
203,LTER1,BR,P3,Por,1.58,75,60,2015,NA,NA,NA,CA,NA,NA
203,LTER1,BR,P3,Por,1.58,75,60,2016,NA,NA,NA,HSL,NA,NA
203,LTER1,BR,P3,Por,1.58,75,60,2017,6.4,4,3,EW,R,NA
203,LTER1,BR,P3,Por,1.58,75,60,2018,NA,NA,NA,EW,NA,NA
203,LTER1,BR,P3,Por,1.58,75,60,2019,NA,NA,NA,EW,NA,NA
203,LTER1,BR,P3,Por,1.58,75,60,2020,NA,NA,NA,NA,NA,NA
203,LTER1,BR,P3,Por,1.58,75,60,2021,NA,NA,NA,NA,NA,NA
204,LTER1,BR,P3,Poc,1.6,3,78,2013,3.5,3.4,2,MK,NA,NA
204,LTER1,BR,P3,Poc,1.6,3,78,2014,NA,NA,NA,EW,D,NA
204,LTER1,BR,P3,Poc,1.6,3,78,2015,NA,NA,NA,CA,NA,NA
204,LTER1,BR,P3,Poc,1.6,3,78,2016,NA,NA,NA,HSL,NA,NA
204,LTER1,BR,P3,Poc,1.6,3,78,2017,NA,NA,NA,EW,NA,NA
204,LTER1,BR,P3,Poc,1.6,3,78,2018,NA,NA,NA,EW,NA,NA
204,LTER1,BR,P3,Poc,1.6,3,78,2019,NA,NA,NA,EW,NA,NA
204,LTER1,BR,P3,Poc,1.6,3,78,2020,NA,NA,NA,NA,NA,NA
204,LTER1,BR,P3,Poc,1.6,3,78,2021,NA,NA,NA,NA,NA,NA
205,LTER1,BR,P3,Poc,1.61,7,76,2013,0.9,0.8,0.6,MK,R,NA
205,LTER1,BR,P3,Poc,1.61,7,76,2014,NA,NA,NA,EW,D,NA
205,LTER1,BR,P3,Poc,1.61,7,76,2015,NA,NA,NA,CA,NA,NA
205,LTER1,BR,P3,Poc,1.61,7,76,2016,NA,NA,NA,HSL,NA,NA
205,LTER1,BR,P3,Poc,1.61,7,76,2017,NA,NA,NA,EW,NA,NA
205,LTER1,BR,P3,Poc,1.61,7,76,2018,NA,NA,NA,EW,NA,NA
205,LTER1,BR,P3,Poc,1.61,7,76,2019,NA,NA,NA,EW,NA,NA
205,LTER1,BR,P3,Poc,1.61,7,76,2020,NA,NA,NA,NA,NA,NA
205,LTER1,BR,P3,Poc,1.61,7,76,2021,NA,NA,NA,NA,NA,NA
206,LTER1,BR,P3,Poc,1.62,9,76,2013,3.7,3.1,2.2,MK,NA,NA
206,LTER1,BR,P3,Poc,1.62,9,76,2014,NA,NA,NA,EW,D,NA
206,LTER1,BR,P3,Poc,1.62,9,76,2015,NA,NA,NA,CA,NA,NA
206,LTER1,BR,P3,Poc,1.62,9,76,2016,NA,NA,NA,HSL,NA,NA
206,LTER1,BR,P3,Poc,1.62,9,76,2017,NA,NA,NA,EW,NA,NA
206,LTER1,BR,P3,Poc,1.62,9,76,2018,NA,NA,NA,EW,NA,NA
206,LTER1,BR,P3,Poc,1.62,9,76,2019,NA,NA,NA,EW,NA,NA
206,LTER1,BR,P3,Poc,1.62,9,76,2020,NA,NA,NA,NA,NA,NA
206,LTER1,BR,P3,Poc,1.62,9,76,2021,NA,NA,NA,NA,NA,NA
207,LTER1,BR,P3,Poc,1.64,69,51.9,2013,NA,NA,NA,MK,NA,NA
207,LTER1,BR,P3,Poc,1.64,69,51.9,2014,7.7,5.4,5.6,EW,NA,NA
207,LTER1,BR,P3,Poc,1.64,69,51.9,2015,NA,NA,NA,CA,D,NA
207,LTER1,BR,P3,Poc,1.64,69,51.9,2016,NA,NA,NA,HSL,NA,NA
207,LTER1,BR,P3,Poc,1.64,69,51.9,2017,NA,NA,NA,EW,NA,NA
207,LTER1,BR,P3,Poc,1.64,69,51.9,2018,NA,NA,NA,EW,NA,NA
207,LTER1,BR,P3,Poc,1.64,69,51.9,2019,NA,NA,NA,EW,NA,NA
207,LTER1,BR,P3,Poc,1.64,69,51.9,2020,NA,NA,NA,NA,NA,NA
207,LTER1,BR,P3,Poc,1.64,69,51.9,2021,NA,NA,NA,NA,NA,NA
208,LTER1,BR,P3,Poc,1.65,12,73,2013,1,0.9,0.8,MK,R,NA
208,LTER1,BR,P3,Poc,1.65,12,73,2014,NA,NA,NA,EW,D,NA
208,LTER1,BR,P3,Poc,1.65,12,73,2015,NA,NA,NA,CA,NA,NA
208,LTER1,BR,P3,Poc,1.65,12,73,2016,NA,NA,NA,HSL,NA,NA
208,LTER1,BR,P3,Poc,1.65,12,73,2017,NA,NA,NA,EW,NA,NA
208,LTER1,BR,P3,Poc,1.65,12,73,2018,NA,NA,NA,EW,NA,NA
208,LTER1,BR,P3,Poc,1.65,12,73,2019,NA,NA,NA,EW,NA,NA
208,LTER1,BR,P3,Poc,1.65,12,73,2020,NA,NA,NA,NA,NA,NA
208,LTER1,BR,P3,Poc,1.65,12,73,2021,NA,NA,NA,NA,NA,NA
209,LTER1,BR,P3,Poc,1.71,18.5,36,2013,NA,NA,NA,MK,NA,NA
209,LTER1,BR,P3,Poc,1.71,18.5,36,2014,5,3.9,2.1,EW,R,NA
209,LTER1,BR,P3,Poc,1.71,18.5,36,2015,NA,NA,NA,CA,D,NA
209,LTER1,BR,P3,Poc,1.71,18.5,36,2016,NA,NA,NA,HSL,NA,NA
209,LTER1,BR,P3,Poc,1.71,18.5,36,2017,NA,NA,NA,EW,NA,NA
209,LTER1,BR,P3,Poc,1.71,18.5,36,2018,NA,NA,NA,EW,NA,NA
209,LTER1,BR,P3,Poc,1.71,18.5,36,2019,NA,NA,NA,EW,NA,NA
209,LTER1,BR,P3,Poc,1.71,18.5,36,2020,NA,NA,NA,NA,NA,NA
209,LTER1,BR,P3,Poc,1.71,18.5,36,2021,NA,NA,NA,NA,NA,NA
210,LTER1,BR,P3,Poc,2.15,25,6.2,2013,NA,NA,NA,MK,NA,NA
210,LTER1,BR,P3,Poc,2.15,25,6.2,2014,NA,NA,NA,EW,NA,NA
210,LTER1,BR,P3,Poc,2.15,25,6.2,2015,2.4,2.4,2.6,CA,R,NA
210,LTER1,BR,P3,Poc,2.15,25,6.2,2016,6.5,3.7,4,HSL,NA,NA
210,LTER1,BR,P3,Poc,2.15,25,6.2,2017,11,9,8,EW,NA,NA
210,LTER1,BR,P3,Poc,2.15,25,6.2,2018,NA,NA,NA,EW,NA,NA
210,LTER1,BR,P3,Poc,2.15,25,6.2,2019,NA,NA,NA,EW,NA,NA
210,LTER1,BR,P3,Poc,2.15,25,6.2,2020,NA,NA,NA,NA,NA,NA
210,LTER1,BR,P3,Poc,2.15,25,6.2,2021,NA,NA,NA,NA,NA,NA
211,LTER1,BR,P3,Poc,2.15,30,70,2013,NA,NA,NA,MK,NA,NA
211,LTER1,BR,P3,Poc,2.15,30,70,2014,NA,NA,NA,EW,NA,NA
211,LTER1,BR,P3,Poc,2.15,30,70,2015,NA,NA,NA,CA,NA,NA
211,LTER1,BR,P3,Poc,2.15,30,70,2016,28,18,1,HSL,NA,NA
211,LTER1,BR,P3,Poc,2.15,30,70,2017,28,21,25,EW,NA,NA
211,LTER1,BR,P3,Poc,2.15,30,70,2018,NA,NA,NA,EW,NA,NA
211,LTER1,BR,P3,Poc,2.15,30,70,2019,NA,NA,NA,EW,NA,NA
211,LTER1,BR,P3,Poc,2.15,30,70,2020,NA,NA,NA,NA,NA,NA
211,LTER1,BR,P3,Poc,2.15,30,70,2021,NA,NA,NA,NA,NA,NA
212,LTER1,BR,P3,Poc,2.15,53,71,2013,14.7,11,12.3,MK,NA,NA
212,LTER1,BR,P3,Poc,2.15,53,71,2014,21.9,12.4,12.3,EW,Br,NA
212,LTER1,BR,P3,Poc,2.15,53,71,2015,NA,NA,NA,CA,D,NA
212,LTER1,BR,P3,Poc,2.15,53,71,2016,NA,NA,NA,HSL,NA,NA
212,LTER1,BR,P3,Poc,2.15,53,71,2017,NA,NA,NA,EW,NA,NA
212,LTER1,BR,P3,Poc,2.15,53,71,2018,NA,NA,NA,EW,NA,NA
212,LTER1,BR,P3,Poc,2.15,53,71,2019,NA,NA,NA,EW,NA,NA
212,LTER1,BR,P3,Poc,2.15,53,71,2020,NA,NA,NA,NA,NA,NA
212,LTER1,BR,P3,Poc,2.15,53,71,2021,NA,NA,NA,NA,NA,NA
213,LTER1,BR,P3,Poc,2.27,22,78,2013,23.9,16.4,13,MK,NA,NA
213,LTER1,BR,P3,Poc,2.27,22,78,2014,NA,NA,NA,EW,D,NA
213,LTER1,BR,P3,Poc,2.27,22,78,2015,NA,NA,NA,CA,NA,NA
213,LTER1,BR,P3,Poc,2.27,22,78,2016,NA,NA,NA,HSL,NA,NA
213,LTER1,BR,P3,Poc,2.27,22,78,2017,NA,NA,NA,EW,NA,NA
213,LTER1,BR,P3,Poc,2.27,22,78,2018,NA,NA,NA,EW,NA,NA
213,LTER1,BR,P3,Poc,2.27,22,78,2019,NA,NA,NA,EW,NA,NA
213,LTER1,BR,P3,Poc,2.27,22,78,2020,NA,NA,NA,NA,NA,NA
213,LTER1,BR,P3,Poc,2.27,22,78,2021,NA,NA,NA,NA,NA,NA
214,LTER1,BR,P3,Por,2.3,64,0,2013,NA,NA,NA,MK,NA,NA
214,LTER1,BR,P3,Por,2.3,64,0,2014,NA,NA,NA,EW,NA,NA
214,LTER1,BR,P3,Por,2.3,64,0,2015,NA,NA,NA,CA,NA,NA
214,LTER1,BR,P3,Por,2.3,64,0,2016,NA,NA,NA,HSL,NA,NA
214,LTER1,BR,P3,Por,2.3,64,0,2017,1.5,1.5,1,EW,R,NA
214,LTER1,BR,P3,Por,2.3,64,0,2018,NA,NA,NA,EW,NA,NA
214,LTER1,BR,P3,Por,2.3,64,0,2019,NA,NA,NA,EW,NA,NA
214,LTER1,BR,P3,Por,2.3,64,0,2020,NA,NA,NA,NA,NA,NA
214,LTER1,BR,P3,Por,2.3,64,0,2021,NA,NA,NA,NA,NA,NA
215,LTER1,BR,P3,Poc,2.47,58,78,2013,17,17.7,13,MK,NA,NA
215,LTER1,BR,P3,Poc,2.47,58,78,2014,NA,NA,NA,EW,D,NA
215,LTER1,BR,P3,Poc,2.47,58,78,2015,NA,NA,NA,CA,NA,NA
215,LTER1,BR,P3,Poc,2.47,58,78,2016,NA,NA,NA,HSL,NA,NA
215,LTER1,BR,P3,Poc,2.47,58,78,2017,NA,NA,NA,EW,NA,NA
215,LTER1,BR,P3,Poc,2.47,58,78,2018,NA,NA,NA,EW,NA,NA
215,LTER1,BR,P3,Poc,2.47,58,78,2019,NA,NA,NA,EW,NA,NA
215,LTER1,BR,P3,Poc,2.47,58,78,2020,NA,NA,NA,NA,NA,NA
215,LTER1,BR,P3,Poc,2.47,58,78,2021,NA,NA,NA,NA,NA,NA
216,LTER1,BR,P3,Poc,2.48,76,75,2013,2.7,1.2,1.4,MK,R,NA
216,LTER1,BR,P3,Poc,2.48,76,75,2014,NA,NA,NA,EW,D,NA
216,LTER1,BR,P3,Poc,2.48,76,75,2015,NA,NA,NA,CA,NA,NA
216,LTER1,BR,P3,Poc,2.48,76,75,2016,NA,NA,NA,HSL,NA,NA
216,LTER1,BR,P3,Poc,2.48,76,75,2017,NA,NA,NA,EW,NA,NA
216,LTER1,BR,P3,Poc,2.48,76,75,2018,NA,NA,NA,EW,NA,NA
216,LTER1,BR,P3,Poc,2.48,76,75,2019,NA,NA,NA,EW,NA,NA
216,LTER1,BR,P3,Poc,2.48,76,75,2020,NA,NA,NA,NA,NA,NA
216,LTER1,BR,P3,Poc,2.48,76,75,2021,NA,NA,NA,NA,NA,NA
217,LTER1,BR,P3,Poc,2.55,7,88,2013,4.3,2.9,3.4,MK,NA,NA
217,LTER1,BR,P3,Poc,2.55,7,88,2014,NA,NA,NA,EW,D,NA
217,LTER1,BR,P3,Poc,2.55,7,88,2015,NA,NA,NA,CA,NA,NA
217,LTER1,BR,P3,Poc,2.55,7,88,2016,NA,NA,NA,HSL,NA,NA
217,LTER1,BR,P3,Poc,2.55,7,88,2017,NA,NA,NA,EW,NA,NA
217,LTER1,BR,P3,Poc,2.55,7,88,2018,NA,NA,NA,EW,NA,NA
217,LTER1,BR,P3,Poc,2.55,7,88,2019,NA,NA,NA,EW,NA,NA
217,LTER1,BR,P3,Poc,2.55,7,88,2020,NA,NA,NA,NA,NA,NA
217,LTER1,BR,P3,Poc,2.55,7,88,2021,NA,NA,NA,NA,NA,NA
218,LTER1,BR,P3,Poc,2.56,15,88,2013,3.6,2.2,2.1,MK,NA,NA
218,LTER1,BR,P3,Poc,2.56,15,88,2014,NA,NA,NA,EW,D,NA
218,LTER1,BR,P3,Poc,2.56,15,88,2015,NA,NA,NA,CA,NA,NA
218,LTER1,BR,P3,Poc,2.56,15,88,2016,NA,NA,NA,HSL,NA,NA
218,LTER1,BR,P3,Poc,2.56,15,88,2017,NA,NA,NA,EW,NA,NA
218,LTER1,BR,P3,Poc,2.56,15,88,2018,NA,NA,NA,EW,NA,NA
218,LTER1,BR,P3,Poc,2.56,15,88,2019,NA,NA,NA,EW,NA,NA
218,LTER1,BR,P3,Poc,2.56,15,88,2020,NA,NA,NA,NA,NA,NA
218,LTER1,BR,P3,Poc,2.56,15,88,2021,NA,NA,NA,NA,NA,NA
219,LTER1,BR,P3,Poc,2.65,78,78,2013,3,2.2,2.8,MK,R,NA
219,LTER1,BR,P3,Poc,2.65,78,78,2014,4,4.2,4,EW,NA,NA
219,LTER1,BR,P3,Poc,2.65,78,78,2015,NA,NA,NA,CA,D,NA
219,LTER1,BR,P3,Poc,2.65,78,78,2016,NA,NA,NA,HSL,NA,NA
219,LTER1,BR,P3,Poc,2.65,78,78,2017,NA,NA,NA,EW,NA,NA
219,LTER1,BR,P3,Poc,2.65,78,78,2018,NA,NA,NA,EW,NA,NA
219,LTER1,BR,P3,Poc,2.65,78,78,2019,NA,NA,NA,EW,NA,NA
219,LTER1,BR,P3,Poc,2.65,78,78,2020,NA,NA,NA,NA,NA,NA
219,LTER1,BR,P3,Poc,2.65,78,78,2021,NA,NA,NA,NA,NA,NA
220,LTER1,BR,P3,Por,2.7,38,15,2013,NA,NA,NA,MK,NA,NA
220,LTER1,BR,P3,Por,2.7,38,15,2014,NA,NA,NA,EW,NA,NA
220,LTER1,BR,P3,Por,2.7,38,15,2015,NA,NA,NA,CA,NA,NA
220,LTER1,BR,P3,Por,2.7,38,15,2016,NA,NA,NA,HSL,NA,NA
220,LTER1,BR,P3,Por,2.7,38,15,2017,32,20,30,EW,NA,NA
220,LTER1,BR,P3,Por,2.7,38,15,2018,NA,NA,NA,EW,D,D
220,LTER1,BR,P3,Por,2.7,38,15,2019,NA,NA,NA,EW,NA,NA
220,LTER1,BR,P3,Por,2.7,38,15,2020,NA,NA,NA,NA,NA,NA
220,LTER1,BR,P3,Por,2.7,38,15,2021,NA,NA,NA,NA,NA,NA
221,LTER1,BR,P3,Poc,2.7,70,79,2013,3.4,3,3.1,MK,NA,NA
221,LTER1,BR,P3,Poc,2.7,70,79,2014,NA,NA,NA,EW,D,NA
221,LTER1,BR,P3,Poc,2.7,70,79,2015,NA,NA,NA,CA,NA,NA
221,LTER1,BR,P3,Poc,2.7,70,79,2016,NA,NA,NA,HSL,NA,NA
221,LTER1,BR,P3,Poc,2.7,70,79,2017,NA,NA,NA,EW,NA,NA
221,LTER1,BR,P3,Poc,2.7,70,79,2018,NA,NA,NA,EW,NA,NA
221,LTER1,BR,P3,Poc,2.7,70,79,2019,NA,NA,NA,EW,NA,NA
221,LTER1,BR,P3,Poc,2.7,70,79,2020,NA,NA,NA,NA,NA,NA
221,LTER1,BR,P3,Poc,2.7,70,79,2021,NA,NA,NA,NA,NA,NA
222,LTER1,BR,P3,Poc,2.72,2,85,2013,3,2.6,2.3,MK,R,NA
222,LTER1,BR,P3,Poc,2.72,2,85,2014,4.3,3.3,2.9,EW,NA,NA
222,LTER1,BR,P3,Poc,2.72,2,85,2015,NA,NA,NA,CA,D,NA
222,LTER1,BR,P3,Poc,2.72,2,85,2016,NA,NA,NA,HSL,NA,NA
222,LTER1,BR,P3,Poc,2.72,2,85,2017,NA,NA,NA,EW,NA,NA
222,LTER1,BR,P3,Poc,2.72,2,85,2018,NA,NA,NA,EW,NA,NA
222,LTER1,BR,P3,Poc,2.72,2,85,2019,NA,NA,NA,EW,NA,NA
222,LTER1,BR,P3,Poc,2.72,2,85,2020,NA,NA,NA,NA,NA,NA
222,LTER1,BR,P3,Poc,2.72,2,85,2021,NA,NA,NA,NA,NA,NA
223,LTER1,BR,P3,Poc,2.78,61,76,2013,3.2,2.11,2.1,MK,NA,NA
223,LTER1,BR,P3,Poc,2.78,61,76,2014,4.3,3.8,3.4,EW,NA,NA
223,LTER1,BR,P3,Poc,2.78,61,76,2015,25.1,21.5,19.7,CA,NA,NA
223,LTER1,BR,P3,Poc,2.78,61,76,2016,26.7,24.3,20,HSL,NA,NA
223,LTER1,BR,P3,Poc,2.78,61,76,2017,6,6,3.5,EW,NA,NA
223,LTER1,BR,P3,Poc,2.78,61,76,2018,NA,NA,NA,EW,NA,NA
223,LTER1,BR,P3,Poc,2.78,61,76,2019,NA,NA,NA,EW,NA,NA
223,LTER1,BR,P3,Poc,2.78,61,76,2020,NA,NA,NA,NA,NA,NA
223,LTER1,BR,P3,Poc,2.78,61,76,2021,NA,NA,NA,NA,NA,NA
224,LTER1,BR,P3,Poc,2.78,74,76,2013,2.9,2.1,2,MK,R,NA
224,LTER1,BR,P3,Poc,2.78,74,76,2014,4.1,3.3,4,EW,NA,NA
224,LTER1,BR,P3,Poc,2.78,74,76,2015,24.7,16.1,15.1,CA,NA,NA
224,LTER1,BR,P3,Poc,2.78,74,76,2016,34.5,22.5,18.3,HSL,NA,NA
224,LTER1,BR,P3,Poc,2.78,74,76,2017,7,6,5.5,EW,NA,NA
224,LTER1,BR,P3,Poc,2.78,74,76,2018,NA,NA,NA,EW,NA,NA
224,LTER1,BR,P3,Poc,2.78,74,76,2019,NA,NA,NA,EW,NA,NA
224,LTER1,BR,P3,Poc,2.78,74,76,2020,NA,NA,NA,NA,NA,NA
224,LTER1,BR,P3,Poc,2.78,74,76,2021,NA,NA,NA,NA,NA,NA
225,LTER1,BR,P3,Por,2.78,57,20,2013,NA,NA,NA,MK,NA,NA
225,LTER1,BR,P3,Por,2.78,57,20,2014,NA,NA,NA,EW,NA,NA
225,LTER1,BR,P3,Por,2.78,57,20,2015,NA,NA,NA,CA,NA,NA
225,LTER1,BR,P3,Por,2.78,57,20,2016,NA,NA,NA,HSL,NA,NA
225,LTER1,BR,P3,Por,2.78,57,20,2017,12,9.5,8,EW,NA,NA
225,LTER1,BR,P3,Por,2.78,57,20,2018,NA,NA,NA,EW,NA,NA
225,LTER1,BR,P3,Por,2.78,57,20,2019,NA,NA,NA,EW,NA,NA
225,LTER1,BR,P3,Por,2.78,57,20,2020,NA,NA,NA,NA,NA,NA
225,LTER1,BR,P3,Por,2.78,57,20,2021,NA,NA,NA,NA,NA,NA
226,LTER1,BR,P3,Por,2.8,95,40,2013,NA,NA,NA,MK,NA,NA
226,LTER1,BR,P3,Por,2.8,95,40,2014,NA,NA,NA,EW,NA,NA
226,LTER1,BR,P3,Por,2.8,95,40,2015,NA,NA,NA,CA,NA,NA
226,LTER1,BR,P3,Por,2.8,95,40,2016,NA,NA,NA,HSL,NA,NA
226,LTER1,BR,P3,Por,2.8,95,40,2017,20,19,17,EW,NA,NA
226,LTER1,BR,P3,Por,2.8,95,40,2018,NA,NA,NA,EW,NA,NA
226,LTER1,BR,P3,Por,2.8,95,40,2019,NA,NA,NA,EW,NA,NA
226,LTER1,BR,P3,Por,2.8,95,40,2020,NA,NA,NA,NA,NA,NA
226,LTER1,BR,P3,Por,2.8,95,40,2021,NA,NA,NA,NA,NA,NA
227,LTER1,BR,P3,Poc,2.8,12,72,2013,4.1,5,2.8,MK,NA,NA
227,LTER1,BR,P3,Poc,2.8,12,72,2014,4.6,5.1,6,EW,NA,NA
227,LTER1,BR,P3,Poc,2.8,12,72,2015,4.5,4.1,4.6,CA,NA,NA
227,LTER1,BR,P3,Poc,2.8,12,72,2016,8.4,6.3,5.5,HSL,NA,NA
227,LTER1,BR,P3,Poc,2.8,12,72,2017,NA,NA,NA,EW,NA,NA
227,LTER1,BR,P3,Poc,2.8,12,72,2018,NA,NA,NA,EW,NA,NA
227,LTER1,BR,P3,Poc,2.8,12,72,2019,NA,NA,NA,EW,NA,NA
227,LTER1,BR,P3,Poc,2.8,12,72,2020,NA,NA,NA,NA,NA,NA
227,LTER1,BR,P3,Poc,2.8,12,72,2021,NA,NA,NA,NA,NA,NA
228,LTER1,BR,P3,Poc,2.84,66,19,2013,NA,NA,NA,MK,NA,NA
228,LTER1,BR,P3,Poc,2.84,66,19,2014,NA,NA,NA,EW,NA,NA
228,LTER1,BR,P3,Poc,2.84,66,19,2015,5.6,4.7,4.5,CA,NA,NA
228,LTER1,BR,P3,Poc,2.84,66,19,2016,NA,NA,NA,HSL,D,NA
228,LTER1,BR,P3,Poc,2.84,66,19,2017,NA,NA,NA,EW,NA,NA
228,LTER1,BR,P3,Poc,2.84,66,19,2018,NA,NA,NA,EW,NA,NA
228,LTER1,BR,P3,Poc,2.84,66,19,2019,NA,NA,NA,EW,NA,NA
